ID,EPIC,RA,Dec,Gmag,Kmag,pmRA,e_pmRA,pmDE,e_pmDE,plx[mas],e_plx,f_plx,pmRAc,pmDEc,Pmem,RotPer[d],Ref
Pleiades,210923951,04 07 29.33,+21 46 10.5,16.01,12.37,14.33,2.07,-55.73,2.07,7.9,1.1,1,17.5,-45.7,38,,
Pleiades,210924735,03 52 53.00,+21 46 54.8,11.57,9.35,15.97,0.84,-40.05,0.84,10.8,1.5,1,19.3,-45.2,85,1.7525,
Pleiades,210926194,03 59 26.92,+21 48 19.0,16.6,12.62,19.92,2.05,-46.51,2.05,9.7,1.3,1,18.5,-45.4,99,0.9536,
Pleiades,210927034,03 47 40.94,+21 49 05.4,17.85,13.8,16.22,2.55,-50.6,2.55,6.7,0.9,1,19.9,-45.1,100,< 2.,
Pleiades,210927253,03 51 51.55,+21 49 17.1,16.12,12.34,15.3,2.05,-52.83,2.15,9.1,1.3,1,19.4,-45.2,95,0.813,
Pleiades,210927279,03 31 28.34,+21 49 18.9,8.74,7.82,24.12,0.1,-47.11,0.05,7.8,0.3,0,21.7,-44.5,100,< 2.,
Pleiades,210927331,03 51 51.89,+21 49 22.0,15.65,12.04,24.03,2.09,-42.12,2.09,7.6,1.1,1,19.4,-45.2,100,1.3131,
Pleiades,210928599,03 39 13.20,+21 50 35.7,7.29,7.05,20.29,0.05,-43.61,0.03,7.2,0.3,0,20.9,-44.8,100,,
Pleiades,210931244,03 54 34.80,+21 53 02.1,14.45,11.18,17.26,2.05,-46.12,2.05,7.4,1,1,19.1,-45.3,100,2.7745,
Pleiades,210932705,03 59 39.82,+21 54 27.9,15.28,11.77,14.57,2.05,-44.66,2.05,6.4,0.9,1,18.5,-45.5,100,4.0454,
Pleiades,210933044,03 49 02.96,+21 54 47.2,17.33,13.37,23.55,2.08,-55.86,2.08,7.3,1,1,19.7,-45.1,95,0.6738,
Pleiades,210933788,03 48 39.32,+21 55 30.0,8.28,7.32,23.72,0.55,-48.52,0.4,8.5,0.3,0,19.8,-45.1,99,< 2.,
Pleiades,210934634,03 49 41.70,+21 56 19.5,18.09,13.76,17.28,2.51,-47.04,2.51,7.3,1,1,19.7,-45.2,100,0.3971,
Pleiades,210936682,03 47 04.03,+21 58 16.7,11.91,9.88,19.59,0.94,-49.99,0.92,6.8,0.9,1,20,-45.1,100,,
Pleiades,210936878,04 05 48.39,+21 58 29.0,17.66,13.77,17.64,2.55,-57.11,2.55,5.4,0.7,1,17.7,-45.7,21,,
Pleiades,210938312,03 40 31.76,+21 59 52.8,16.59,12.97,28.63,2.12,-40.8,2.12,5,0.7,1,20.7,-44.9,31,,
Pleiades,210939348,03 52 18.46,+22 00 53.7,14.66,11.39,17.14,2.05,-42.98,2.05,6.6,0.9,1,19.4,-45.3,100,1.9941,
Pleiades,210939705,03 52 06.66,+22 01 14.7,16.98,13.12,21.07,2.05,-50.14,2.05,7.5,1,1,19.4,-45.3,100,0.4687,
Pleiades,210940129,03 36 44.11,+22 01 39.1,17.1,12.92,23.76,3.04,-46.8,2.76,10,1.4,1,21.1,-44.8,99,0.727,
Pleiades,210940436,03 41 23.45,+22 01 54.3,16.71,12.54,25.97,2.1,-49.81,2.1,10.7,1.5,1,20.6,-44.9,97,0.7453,
Pleiades,210940618,04 06 56.03,+22 02 04.7,14.05,10.83,17.18,2.06,-47.42,2.06,7.8,1.1,1,17.6,-45.7,99,1.4102,
Pleiades,210940839,04 00 10.28,+22 02 17.5,16.32,12.52,21.66,2.04,-49.5,2.04,8.2,1.1,1,18.4,-45.5,100,0.5797,
Pleiades,210942652,03 48 17.60,+22 04 01.3,16.32,12.61,22.63,2.08,-48.03,2.08,7.8,1.1,1,19.8,-45.1,100,0.7353,
Pleiades,210942842,03 48 46.58,+22 04 12.8,11.67,9.53,24.02,2.3,-49.06,2.3,8.8,1.2,1,19.8,-45.2,100,6.2883,
Pleiades,210943453,03 34 54.95,+22 04 46.7,14.89,11.57,21.74,2.08,-44.68,2.08,6.9,0.9,1,21.3,-44.7,100,0.8275,
Pleiades,210944157,03 59 59.85,+22 05 29.7,16.78,12.91,18.92,2.08,-36.82,2.08,8.2,1.1,1,18.4,-45.5,83,0.5733,
Pleiades,210945519,03 51 23.87,+22 06 48.1,12.61,10.2,16.31,2.09,-48.33,2.09,7.6,1.1,1,19.5,-45.3,100,6.4306,
Pleiades,210946466,03 39 44.19,+22 07 45.8,15.36,11.89,22.24,2.1,-47.44,2.1,6.5,0.9,1,20.8,-44.9,100,1.081,
Pleiades,210946764,03 33 05.82,+22 08 03.3,11.14,9.43,22.81,1.1,-46.28,0.56,7.4,0.4,0,21.6,-44.6,100,5.766,
Pleiades,210947280,03 57 49.36,+22 08 31.4,18.35,13.9,21.4,2.52,-46.21,2.52,7.8,1.1,1,18.7,-45.5,100,0.8022,
Pleiades,210947594,03 50 31.94,+22 08 47.8,15.81,12.12,16.66,2.04,-42.57,2.04,7.7,1.1,1,19.6,-45.2,100,1.0933,
Pleiades,210947847,03 52 08.15,+22 09 02.4,15.14,11.44,17.26,2.04,-37.07,2.04,11.5,1.6,1,19.4,-45.3,57,14.889,
Pleiades,210947895,03 49 35.88,+22 09 05.2,12.98,10.02,19.06,2.06,-49.13,2.06,10,1.4,1,19.7,-45.2,100,0.2471,
Pleiades,210948982,04 01 49.16,+22 10 05.5,15.97,12.24,21.31,2.08,-47.69,2.08,8.8,1.2,1,18.2,-45.6,99,0.5601,
Pleiades,210949534,03 49 11.24,+22 10 36.3,12.85,10.1,23.96,2.08,-48.1,2.08,9,1.2,1,19.7,-45.2,100,5.9405,
Pleiades,210949562,04 01 11.35,+22 10 38.3,17.1,13.12,25.86,2.08,-47.86,2.08,7.5,1,1,18.3,-45.6,97,0.2419,
Pleiades,210949721,03 49 48.43,+22 10 48.6,15.58,11.99,18.3,2.06,-47.31,2.06,6.3,0.9,1,19.7,-45.2,100,1.6719,
Pleiades,210950265,03 50 22.91,+22 11 18.0,13.57,10.58,16.63,2.04,-48.1,2.04,7.6,1,1,19.6,-45.2,100,1.8957,
Pleiades,210951703,03 48 25.50,+22 12 41.7,13.42,10.6,21.78,2.08,-44.69,2.08,7.5,1,1,19.8,-45.2,100,0.3992,
Pleiades,210956678,03 37 41.34,+22 17 19.4,17.21,13.07,19.58,2.59,-48.86,2.59,9.8,1.4,1,21,-44.8,100,0.5602,
Pleiades,210956858,03 29 19.12,+22 17 30.4,11.8,10,17.71,0.86,-37.53,0.82,6.3,0.9,1,22,-44.5,62,,
Pleiades,210957162,03 43 06.49,+22 17 49.5,17.97,13.79,23.89,2.59,-46.78,2.59,6.6,0.9,1,20.4,-45,100,0.1748,
Pleiades,210957703,04 05 13.71,+22 18 18.7,16.48,12.41,15.89,2.08,-47.65,2.08,11.1,1.5,1,17.8,-45.7,93,0.2252,
Pleiades,210958195,03 49 25.54,+22 18 44.7,17.36,13.32,18.96,2.06,-41.82,2.06,7.8,1.1,1,19.7,-45.2,100,0.9081,
Pleiades,210960579,03 37 24.05,+22 21 03.6,9.03,7.9,20.99,0.75,-46.45,0.88,6.4,0.3,0,21.1,-44.8,100,3.3876,
Pleiades,210962804,04 12 47.17,+22 23 12.6,12.79,10.16,12.49,2.08,-45.5,2.08,8.5,1.2,1,16.9,-46,84,< 2.,
Pleiades,210963935,03 51 03.91,+22 24 17.1,,10.73,15,2.3,-44.5,2.5,9.2,1.3,2,19.5,-45.3,100,3.4151,
Pleiades,210964488,03 35 46.40,+22 24 50.1,17.22,13.27,26.12,2.55,-44.23,2.55,7.4,1,1,21.3,-44.8,100,0.4939,
Pleiades,210964780,03 53 52.82,+22 25 06.7,11.57,9.41,19.32,2.24,-47.67,2.24,8.6,1.2,1,19.2,-45.4,100,6.3353,
Pleiades,210965110,03 44 29.49,+22 25 25.0,18.11,13.9,18.9,2.6,-51.48,2.6,6.9,1,1,20.3,-45.1,100,< 2.,
Pleiades,210965155,03 42 59.75,+22 25 27.4,13.22,10.59,17.42,2.1,-48.04,2.1,6.5,0.9,1,20.4,-45,100,6.536,
Pleiades,210965709,03 57 32.00,+22 26 00.3,16.48,12.34,18.41,2.08,-44.73,2.08,11.9,1.6,1,18.7,-45.5,98,0.4095,
Pleiades,210965731,03 52 56.98,+22 26 01.4,15.01,11.57,18.17,2.04,-47.24,2.04,7.2,1,1,19.3,-45.4,100,1.29,
Pleiades,210966253,03 51 46.50,+22 26 29.8,,14.61,23.4,5.2,-31.7,5.2,13.6,1.9,4,19.4,-45.3,18,,
Pleiades,210966700,03 43 19.03,+22 26 57.3,,9.03,22.5,2.4,-45.6,2.6,12.2,1.7,2,20.4,-45,99,5.0238,
Pleiades,210966931,03 35 44.26,+22 27 10.0,15.52,12.02,25.08,2.08,-47.1,2.08,6.7,0.9,1,21.3,-44.8,100,1.8867,
Pleiades,210967582,03 59 07.04,+22 27 48.5,16.7,12.5,19.3,2.07,-39.22,2.07,12.3,1.7,1,18.5,-45.6,68,0.2592,
Pleiades,210967607,03 44 25.50,+22 27 50.1,18.59,14.24,20.39,2.67,-51.48,2.67,6.6,0.9,1,20.3,-45.1,100,,
Pleiades,210967650,03 44 41.82,+22 27 52.4,10.51,9.07,22.72,2.15,-44.94,0.53,7.3,0.6,0,20.2,-45.1,100,3.9912,
Pleiades,210967901,03 50 37.41,+22 28 08.4,16.16,12.37,19.17,2.05,-48.59,2.05,8.5,1.2,1,19.6,-45.3,100,1.7941,
Pleiades,210968957,03 33 03.27,+22 29 09.3,17.65,13.65,22.49,2.92,-41.32,2.72,6.4,0.9,1,21.6,-44.7,100,,
Pleiades,210969800,03 38 22.58,+22 29 58.9,9.88,8.7,21.39,0.13,-44.82,0.08,7.5,0.3,0,21,-44.9,100,2.1116,
Pleiades,210969937,03 52 34.47,+22 30 07.7,14.78,11.39,17.7,2.05,-44.4,2.05,7.3,1,1,19.3,-45.4,100,1.7664,
Pleiades,210970475,03 53 53.32,+22 30 37.8,17.74,13.67,19.15,2.51,-48.18,2.51,6.2,0.9,1,19.2,-45.4,100,,
Pleiades,210971138,03 33 10.49,+22 31 19.3,14.44,11.25,20.63,2.13,-51.74,2.13,6.8,0.9,1,21.5,-44.7,99,,
Pleiades,210971340,03 45 26.55,+22 31 32.2,15.94,12.25,20.84,2.1,-48.22,2.1,8.7,1.2,1,20.2,-45.1,100,1.2096,
Pleiades,210971348,03 52 51.72,+22 31 32.8,15.57,11.91,18.79,2.05,-49.9,2.05,8.2,1.1,1,19.3,-45.4,100,1.1077,
Pleiades,210974237,03 59 22.90,+22 34 17.0,13.6,10.56,17.15,2.08,-45.89,2.08,7.5,1,1,18.5,-45.6,100,1.8839,
Pleiades,210974364,03 42 27.30,+22 34 24.9,15.53,11.86,17.52,2.1,-45.87,2.1,10.3,1.4,1,20.5,-45,100,1.9793,
Pleiades,210974893,03 52 05.57,+22 34 55.4,14.92,11.48,19.96,2.04,-46.54,2.04,7.3,1,1,19.4,-45.4,100,1.9861,
Pleiades,210977069,04 06 28.54,+22 37 00.1,15.91,12.12,13.41,2.08,-45.54,2.08,8.3,1.1,1,17.6,-45.8,98,5.2158,
Pleiades,210977779,03 43 27.43,+22 37 41.4,17.16,13.25,23.43,2.1,-55.51,2.1,6.9,0.9,1,20.4,-45.1,98,0.5047,
Pleiades,210978650,03 45 08.68,+22 38 30.7,16.28,12.48,22.97,2.1,-52.89,2.1,9,1.2,1,20.2,-45.1,99,0.4623,
Pleiades,210978953,03 40 07.00,+22 38 47.7,16.98,13.05,21.06,2.1,-48.45,2.1,8.1,1.1,1,20.8,-45,100,0.482,
Pleiades,210979439,03 39 44.78,+22 39 15.6,16.62,12.73,18.96,2.1,-50.81,2.1,8.7,1.2,1,20.8,-45,100,0.6961,
Pleiades,210979763,03 38 40.72,+22 39 34.6,,6.67,19.88,0.63,-45.25,0.57,8.1,0.5,0,20.9,-44.9,100,,
Pleiades,210980418,03 58 34.17,+22 40 11.5,17.08,13,23.91,2.08,-45.34,2.08,7.9,1.1,1,18.6,-45.6,100,0.6841,
Pleiades,210982048,03 45 39.90,+22 41 40.1,7.8,7.37,19.14,0.37,-43.81,0.36,7.8,0.3,0,20.1,-45.2,100,,
Pleiades,210982092,03 53 21.87,+22 41 42.8,13.56,11.04,16.37,2.04,-35.98,2.04,5.5,0.8,1,19.2,-45.4,68,,
Pleiades,210982234,03 45 12.43,+22 41 51.1,16,12.27,19.82,2.1,-51.53,2.1,7.8,1.1,1,20.2,-45.2,100,0.7676,
Pleiades,210982519,03 37 50.93,+22 42 06.7,15.9,12.09,27.52,2.1,-36.14,2.1,9.8,1.4,1,21,-44.9,19,,
Pleiades,210982761,03 46 13.85,+22 42 19.9,16.39,12.46,18.83,2.1,-50.62,2.1,10.1,1.4,1,20.1,-45.2,99,0.3079,
Pleiades,210983092,03 46 09.59,+22 42 37.5,15.63,11.9,19.53,2.1,-48.71,2.1,10.3,1.4,1,20.1,-45.2,100,0.8677,
Pleiades,210984736,03 43 29.29,+22 44 05.4,8.85,7.45,22.26,0.68,-45.6,0.48,18.9,2.6,1,20.4,-45.1,71,,
Pleiades,210984840,04 06 19.95,+22 44 10.9,,9.31,13.3,2,-49,1.5,12.4,1.7,2,17.7,-45.8,50,,
Pleiades,210988056,03 43 19.00,+22 47 10.7,16.66,12.76,24.13,2.1,-50.2,2.1,9,1.2,1,20.4,-45.1,100,0.3057,
Pleiades,210988354,03 42 29.42,+22 47 26.1,14.06,10.92,18.83,2.1,-48.36,2.1,7.5,1,1,20.5,-45.1,100,0.325,
Pleiades,210989020,03 43 04.19,+22 48 03.5,14.13,10.78,20.56,2.1,-48.72,2.1,9.3,1.3,1,20.4,-45.1,100,0.3103,
Pleiades,210989043,03 47 34.78,+22 48 04.9,15.82,12.15,22.77,2.08,-48.2,2.08,8.4,1.2,1,19.9,-45.3,100,0.6966,
Pleiades,210990525,03 35 31.69,+22 49 24.9,9.69,8.54,21.48,0.15,-45.39,0.08,7.7,0.2,0,21.3,-44.8,100,2.7953,
Pleiades,210991032,03 47 27.63,+22 49 53.4,15.93,12.29,17.87,2.08,-44.11,2.08,7.3,1,1,19.9,-45.3,100,< 2.,
Pleiades,210991829,03 46 40.40,+22 50 39.8,17.1,13.18,23.31,2.1,-54.41,2.1,6.9,1,1,20,-45.2,99,0.2955,
Pleiades,210992480,03 42 56.54,+22 51 18.2,17.93,13.78,19.62,2.59,-50.13,2.59,6.4,0.9,1,20.4,-45.1,100,< 2.,
Pleiades,210992697,03 42 04.72,+22 51 30.8,9.02,8,21.05,0.14,-44.65,0.07,7.4,0.2,0,20.5,-45.1,100,< 2.,
Pleiades,210993561,03 48 22.64,+22 52 21.7,14.89,11.48,23.57,2.08,-50.84,2.08,7.4,1,1,19.8,-45.3,100,1.1389,
Pleiades,210994089,03 46 53.27,+22 52 51.3,11.46,9.72,18.91,0.92,-41.34,1,6.3,0.9,1,20,-45.2,100,6.1515,
Pleiades,210994935,03 42 26.29,+22 53 40.7,13.56,10.72,19.87,2.09,-48.84,2.09,6.8,0.9,1,20.5,-45.1,100,4.2264,
Pleiades,210995008,03 43 25.15,+22 53 44.6,16.76,12.91,28.17,2.1,-51.29,2.1,7.5,1,1,20.4,-45.1,98,1.2523,
Pleiades,210995339,03 42 59.21,+22 54 03.2,11.71,9.71,20.59,1.03,-42.04,0.96,7.8,1.1,1,20.4,-45.1,100,6.6996,
Pleiades,210996142,03 46 47.06,+22 54 52.4,10.29,8.93,18.29,0.91,-44.34,0.45,7.5,0.3,0,20,-45.2,100,3.0025,
Pleiades,210996505,03 46 38.39,+22 55 11.2,9.27,8.15,19.32,0.74,-43.27,0.39,7.3,0.3,0,20,-45.2,100,6.839,
Pleiades,210996662,03 47 22.90,+22 55 19.6,8.12,7.52,21.62,0.05,-47.04,0.03,6.6,0.7,0,19.9,-45.3,100,1.456,
Pleiades,210996915,03 57 34.60,+22 55 32.6,13.25,10.64,23.72,2.08,-40.66,2.08,6.7,0.9,1,18.7,-45.6,99,8.9066,
Pleiades,210997197,03 47 40.97,+22 55 47.9,11.71,9.36,19.71,1.01,-45.38,0.91,11.3,1.6,1,19.9,-45.3,100,1.7668,
Pleiades,210997261,03 44 44.44,+22 55 51.7,16.45,12.55,11.23,2.12,-37.42,2.1,8.6,1.2,1,20.2,-45.2,31,< 2.,
Pleiades,210997742,03 33 49.80,+22 56 20.1,17.04,13.29,23.19,2.08,-50.61,2.08,5.7,0.8,1,21.5,-44.8,99,0.3744,
Pleiades,210998086,04 03 44.17,+22 56 39.4,9.49,8.18,17.57,0.09,-44.81,0.06,7.2,0.3,0,18,-45.8,100,,
Pleiades,210998478,03 41 58.65,+22 57 02.0,15.43,11.9,19.85,2.1,-51.12,2.1,7.5,1,1,20.6,-45.1,100,6.842,
Pleiades,211000411,03 49 01.00,+22 58 49.5,14.34,11.15,21.03,2.08,-52.54,2.08,7.1,1,1,19.7,-45.3,100,8.5889,
Pleiades,211000470,03 46 05.24,+22 58 53.8,13.28,10.5,19.96,2.1,-51.8,2.1,7.3,1,1,20.1,-45.2,100,9.8931,
Pleiades,211000740,03 57 35.26,+22 59 08.2,15.27,11.65,19.94,2.08,-46.28,2.08,7.9,1.1,1,18.7,-45.6,100,0.9594,
Pleiades,211001183,03 47 52.86,+22 59 34.2,16.01,12.15,20.82,2.08,-51.63,2.08,12.1,1.7,1,19.9,-45.3,97,0.5169,
Pleiades,211001695,03 48 10.17,+23 00 04.1,13.77,11,15.74,2.08,-41.49,2.08,5.9,0.8,1,19.8,-45.3,100,6.5481,
Pleiades,211001714,03 47 39.77,+23 00 04.8,17.06,13.24,24.81,2.08,-51.89,2.08,7,1,1,19.9,-45.3,100,0.4571,
Pleiades,211002011,03 33 13.88,+23 00 23.1,11.59,9.67,23.34,1.28,-49.11,0.68,7.9,0.3,0,21.5,-44.8,100,7.6495,
Pleiades,211002561,03 46 19.40,+23 00 55.9,,13.15,19.9,5.1,-49.2,5.1,20.7,2.9,4,20.1,-45.2,14,0.1807,
Pleiades,211002985,03 41 46.65,+23 01 19.9,17.11,13.16,24.76,2.59,-54.66,2.59,7.3,1,1,20.6,-45.1,99,0.2943,
Pleiades,211003154,03 45 56.96,+23 01 29.2,16.34,12.58,23.3,2.1,-50.52,2.1,8.3,1.1,1,20.1,-45.2,100,0.5743,
Pleiades,211003258,03 46 31.01,+23 01 34.9,17.8,13.7,17.38,2.6,-50.46,2.6,6.7,0.9,1,20,-45.3,100,0.7278,
Pleiades,211003744,03 48 05.82,+23 02 02.9,14.96,11.53,20.7,2.08,-51.51,2.08,7.3,1,1,19.8,-45.3,100,1.562,
Pleiades,211004119,03 44 38.94,+23 02 25.5,16.79,12.5,19.89,2.1,-50.55,2.1,14.9,2.1,1,20.2,-45.2,83,0.8297,
Pleiades,211004548,03 49 25.60,+23 02 50.3,17.14,13.16,20.46,2.08,-53.54,2.08,7.4,1,1,19.7,-45.4,100,0.3094,
Pleiades,211004687,03 45 10.81,+23 02 58.4,16.13,12.35,16.28,2.1,-52.12,2.1,8.9,1.2,1,20.2,-45.2,99,0.9335,
Pleiades,211005117,03 43 44.97,+23 03 21.2,15.35,11.7,20.52,2.1,-48.91,2.1,7.8,1.1,1,20.4,-45.2,100,2.3235,
Pleiades,211005163,03 41 48.95,+23 03 23.5,17.58,13.19,23.66,2.59,-44.68,2.59,10.7,1.5,1,20.6,-45.1,100,0.2391,
Pleiades,211005706,03 50 27.82,+23 03 55.3,16.8,12.94,25.2,2.06,-47.67,2.06,7.4,1,1,19.6,-45.4,100,0.5589,
Pleiades,211005799,03 46 21.62,+23 04 01.2,16.75,12.68,21.82,2.1,-51.39,2.1,10,1.4,1,20.1,-45.3,100,0.6772,
Pleiades,211005924,03 46 48.78,+23 04 07.3,14.86,11.47,22.55,2.1,-48.21,2.1,7.2,1,1,20,-45.3,100,0.2845,
Pleiades,211006027,03 58 30.98,+23 04 13.0,17.26,13.13,20.7,2.58,-46.22,2.58,8.1,1.1,1,18.6,-45.7,100,0.2924,
Pleiades,211006108,03 46 36.06,+23 04 17.4,15.73,12.07,21.21,2.1,-50.38,2.1,8.7,1.2,1,20,-45.3,100,0.9588,
Pleiades,211006328,03 48 50.66,+23 04 30.4,17.03,13.12,21.24,2.08,-54.69,2.08,8.2,1.1,1,19.8,-45.3,99,0.3617,
Pleiades,211006594,03 44 08.81,+23 04 47.7,14.32,11.13,21.7,2.1,-49.85,2.1,7.2,1,1,20.3,-45.2,100,0.5739,
Pleiades,211007016,03 46 21.39,+23 05 09.3,17.74,13.74,22.71,2.6,-48.68,2.6,6.9,0.9,1,20.1,-45.3,100,0.3742,
Pleiades,211007344,03 56 24.98,+23 05 26.9,14.2,11.08,17.9,2.08,-45.74,2.08,6.8,0.9,1,18.9,-45.6,100,14.5813,
Pleiades,211007577,03 48 58.28,+23 05 39.1,15.08,11.66,21.64,2.08,-53.32,2.08,7.2,1,1,19.7,-45.4,100,13.6986,
Pleiades,211007717,03 50 21.30,+23 05 47.0,11.1,9.39,20.87,2.24,-46.43,0.51,7.2,0.6,0,19.6,-45.4,100,5.3657,
Pleiades,211007968,04 05 32.25,+23 06 01.0,12.07,10.27,21,0.84,-40.48,0.89,5,0.7,1,17.8,-45.9,26,,
Pleiades,211008237,03 42 44.36,+23 06 16.4,16.89,12.95,17.2,2.1,-51.34,2.1,8.4,1.2,1,20.5,-45.1,100,0.4288,
Pleiades,211008337,03 49 05.92,+23 06 21.9,15.91,12.23,22.3,3.57,-54.88,3.57,8.5,1.2,1,19.7,-45.4,100,1.1187,
Pleiades,211008438,03 38 23.38,+23 06 29.0,14.14,11.04,23.04,2.1,-50.42,2.1,7,1,1,21,-45,100,3.7479,
Pleiades,211008578,03 46 40.00,+23 06 37.2,9.26,8.24,19.41,0.67,-46.39,0.36,7.5,0.3,0,20,-45.3,100,1.8161,
Pleiades,211009416,03 59 27.53,+23 07 25.6,,10.13,14.1,1.9,-39.2,2.1,8.6,1.2,2,18.5,-45.7,94,0.4423,
Pleiades,211010041,03 41 26.35,+23 08 03.0,16.56,12.62,19.99,2.09,-48.91,2.09,8.6,1.2,1,20.6,-45.1,100,0.8393,
Pleiades,211010059,03 44 17.15,+23 08 03.9,15.88,12.12,14.75,2.13,-40.39,2.13,7.9,1.1,1,20.3,-45.2,99,,
Pleiades,211010149,03 48 23.92,+23 08 08.5,17.08,13.21,17.2,2.55,-48.82,2.55,7.3,1,1,19.8,-45.3,100,0.3215,
Pleiades,211010517,04 02 34.77,+23 08 28.7,16.53,12.78,15.14,2.1,-34.79,2.1,7,1,1,18.1,-45.8,27,0.7557,
Pleiades,211010807,03 42 51.68,+23 08 44.1,16.65,12.56,24.14,2.1,-52.16,2.1,10.9,1.5,1,20.5,-45.1,97,0.4038,
Pleiades,211010818,03 36 38.39,+23 08 44.5,17.35,13.27,20.49,2.59,-48.29,2.59,7.6,1,1,21.2,-44.9,100,0.304,
Pleiades,211010854,03 44 09.31,+23 08 47.1,16.41,12.51,22.56,2.1,-50.7,2.1,8.7,1.2,1,20.3,-45.2,100,0.5153,
Pleiades,211011030,03 47 23.85,+23 08 57.2,15.7,12.08,20.48,2.08,-49.5,2.08,8.3,1.1,1,19.9,-45.3,100,1.6638,
Pleiades,211011793,03 41 32.45,+23 09 42.1,12.3,10.12,19.07,2.09,-49.02,2.09,6.1,0.8,1,20.6,-45.1,100,,
Pleiades,211011910,03 51 19.47,+23 09 49.7,15.9,12.19,17.55,2.11,-47.83,2.11,8.1,1.1,1,19.5,-45.4,100,0.9248,
Pleiades,211012313,03 45 27.71,+23 10 13.3,15.24,11.7,10.48,2.1,-41.17,2.1,6.8,0.9,1,20.2,-45.2,84,,
Pleiades,211012609,04 01 13.98,+23 10 30.2,15.69,12.03,17.71,2.08,-44.91,2.08,7.3,1,1,18.3,-45.8,100,1.5063,
Pleiades,211012996,03 44 22.13,+23 10 55.1,18,13.46,21.97,2.6,-50.24,2.6,9.9,1.4,1,20.3,-45.2,100,0.2991,
Pleiades,211013046,03 37 37.07,+23 10 58.1,16.6,12.81,26.14,2.1,-48.28,2.1,7.8,1.1,1,21,-45,100,0.358,
Pleiades,211013066,03 51 38.03,+23 10 59.3,12.7,10.03,20.01,2.12,-55.52,2.12,8.8,1.2,1,19.4,-45.5,97,3.9578,
Pleiades,211013159,03 37 16.52,+23 11 04.6,16.34,12.55,20.28,2.1,-55.09,2.1,8.3,1.1,1,21.1,-45,96,0.4487,
Pleiades,211013191,03 45 33.99,+23 11 06.9,16.94,13,19.24,2.1,-49.56,2.1,8.2,1.1,1,20.1,-45.2,100,0.5883,
Pleiades,211013627,03 42 15.36,+23 11 31.2,16.95,13.06,21.75,2.59,-47.19,2.59,8.5,1.2,1,20.5,-45.1,100,1.0188,
Pleiades,211014186,03 48 58.48,+23 12 04.2,11.26,9.38,20.81,0.94,-44.74,0.94,8.4,1.2,1,19.7,-45.4,100,6.0067,
Pleiades,211014750,03 43 36.56,+23 12 34.4,16.25,12.38,25.9,2.1,-52.69,2.1,9.9,1.4,1,20.4,-45.2,97,0.314,
Pleiades,211014883,03 43 47.48,+23 12 42.5,10.27,8.55,20.49,1.33,-41.56,1.42,11,1.5,1,20.3,-45.2,99,5.0872,
Pleiades,211015258,03 50 38.90,+23 13 02.8,15.21,11.75,17.8,2.05,-49.26,2.05,6.7,0.9,1,19.6,-45.4,100,0.8891,
Pleiades,211015308,03 47 48.11,+23 13 05.1,10.88,9.32,20.83,0.64,-45.99,0.32,7.4,0.3,0,19.9,-45.3,100,5.1371,
Pleiades,211015348,03 49 56.49,+23 13 07.0,10.09,8.8,20.07,1.47,-42.8,0.37,6.6,0.4,0,19.6,-45.4,100,2.1762,
Pleiades,211015806,03 59 41.19,+23 13 31.2,16.53,12.72,15.39,2.08,-35.98,2.08,7.5,1,1,18.5,-45.7,71,< 2.,
Pleiades,211015853,03 43 24.54,+23 13 33.4,10.28,8.65,20.45,0.72,-41.71,0.38,7.4,0.2,0,20.4,-45.2,100,2.7573,
Pleiades,211015877,03 47 07.34,+23 13 34.9,13.01,10.36,18.66,2.08,-49.26,2.08,7.7,1.1,1,20,-45.3,100,0.3889,
Pleiades,211016037,03 49 12.30,+23 13 42.1,13.5,10.66,20.79,2.08,-52.31,2.08,6.9,1,1,19.7,-45.4,100,5.3258,
Pleiades,211016313,03 32 07.86,+23 13 57.6,15.94,12.25,22.8,2.08,-45.87,2.08,8,1.1,1,21.7,-44.8,100,0.3193,
Pleiades,211017407,03 49 41.13,+23 14 59.6,17.38,13.06,20.61,2.54,-48.63,2.54,10.9,1.5,1,19.7,-45.4,100,0.1971,
Pleiades,211017469,03 46 57.10,+23 15 02.4,14.33,11.14,20.83,2.1,-49.99,2.1,7.2,1,1,20,-45.3,100,1.2062,
Pleiades,211017570,03 49 02.33,+23 15 08.8,11.4,9.66,19.44,0.85,-47.64,0.85,6.8,0.9,1,19.7,-45.4,100,6.1535,
Pleiades,211018096,03 48 43.90,+23 15 35.3,8.32,7.63,19.38,0.43,-44.39,0.3,7,0.3,0,19.8,-45.4,100,0.0356,
Pleiades,211018106,03 41 25.96,+23 15 36.1,16.66,12.82,26.02,2.1,-49.28,2.1,8.8,1.2,1,20.6,-45.1,100,0.5384,
Pleiades,211018285,03 36 52.53,+23 15 45.3,13.1,10.62,15.46,2.1,-41.49,2.1,6.5,0.9,1,21.1,-45,99,,
Pleiades,211018711,03 44 51.24,+23 16 08.1,8.86,7.98,20.52,0.09,-44.28,0.06,7.7,0.3,0,20.2,-45.2,100,,
Pleiades,211018906,03 49 32.16,+23 16 18.2,17.34,13.44,18.39,2.08,-55.05,2.08,6.7,0.9,1,19.7,-45.4,99,0.3855,
Pleiades,211019565,03 51 15.82,+23 16 56.2,13.95,10.85,21.03,2.11,-48.64,2.11,7.4,1,1,19.5,-45.5,100,0.4479,
